"Codigo interno";"Código FONASA";"CONSULTAS Y ATENCION MEDICA";valor
3734;2004013-10;"Cirugía quiste o tumor benigno del ovario abierta, neonatal";3052980
5623;2004014-12;"Cirugía quiste o tumor benigno del ovario laparoscópico, neonatal";2645820
8284;2004015-10;"Tratamiento quirúrgico abierto del quiste paraovárico o del ligamento ancho, neonatal";2035320
8045;2004016-12;"Tratamiento quirúrgico laparoscópico del quiste paraovárico o del ligamento ancho, laparoscópico, ne";2204850
8939;2004017-5;"Tratamiento quirúrgico de himen imperforado, paciente pediátrico";401880
3027;2104002-3;"Exostosis u osteocondroma, trat. quir.";949750
7142;2104003-3;"Quistes sinoviales de vainas flexoras, bursas";1089480
7732;2104004-3;"Tracción halocraneana o estribo-craneana (proc. aut.)";493300
4556;2104005-3;"Tracción halocráneo-femoral";1245120
9294;2104006-2;"Tracción transesquelética o de partes blandas en adultos o en niños (proc. aut.)";32940
7616;2104007-4;"Artrodesis de codo o muñeca, c/u";1005600
3303;2104008-5;"Artrodesis de hombro, cadera,rodilla, tobillo o sacroilíaca, c/u";857190
5868;2104009-4;"Artrodesis de mano o pie c/u";1005600
9425;2104010-6;"Tratamiento completo de fracturas expuestas de brazo, antebrazo, muslo y pierna, c/u";1879140
3822;2104012-5;"**Osteítis, raspado, c/s secuestrectomía";1068700
7475;2104014-6;"Osteomielitis crónica huesos largos, legrado óseo, c/s osteosíntesis o aparato de yeso";458980
6048;2104015-6;"Artrotomía hombro o cadera c/u";458980
8991;2104017-6;"Pseudoartrosis infectada huesos largos, trat. quir. cualquier técnica, c/s dispositivo de osteoclisi";904260
8888;2104018-11;"Autotrasplante óseo microquirúrgico";1530400
8977;2104019-4;"Injerto esponjoso metafisiario";402240
7534;2104020-4;"Injertos esponjosos o córtico-esponjosos de cresta ilíaca";402240
6608;2104022-7;"Lesiones quísticas con fractura patológica: legrado óseo, c/s relleno injerto esponjoso, c/s osteosí";2910960
8475;2104023-7;"Lesiones quísticas intraosea: legrado óseo, c/s relleno de injertos";2010960
3065;2104025-7;"Tumor óseo, resección en bloque, c/s osteosíntesis y/o aparato inmovilización postoperatorio";2264080
4423;2104026-7;"Tumores o quistes o lesiones pseudoquísticas o musculares y/o tendíneas, trat. quir.";1558140
7559;2104030-6;"Sinovectomías quirúrgicas de rodilla o cadera u hombro, c/u";458960
2606;2104031-9;"Epineurorrafia microquirúrgica con magnificación cualquier tronco nervioso (con excepción nervios di";396440
3439;2104033-3;"Biopsia ósea por punción";338160
3052;2104034-5;"Biopsia ósea quirúrgica";717440
3564;2104035-2;"Biopsia sinovial o muscular por punción";120030
9736;2104036-4;"Biopsia sinovial o muscular quirúrgica";303100
8789;2104037-4;"Biopsia vertebral por punción";81800
8606;2104232-8;"Punción discal diagnóstica o terapéutica";1578690
7064;2104233-8;"Biopsia vertebral abierta";736740
2028;2104038-4;"Regularización de Muñón de Amputación";1005600
6090;2104039-5;"Osteocondrosis o epifisitis, trat. quir.";1496180
5043;2104041-10;"Desarticulación escápulo-humeral";3388160
3582;2104042-10;"Endoprótesis total de hombro,(cualquier técnica)";1741360
9445;2104044-7;"Fractura cuello humeral, trat. quir.";2910960
4474;2104045-5;"Fractura de clavícula, osteosíntesis";538320
4139;2104048-6;"Luxación recidivante de hombro, trat. quir.";2712780
9814;2104049-5;"Luxación traumática de hombro, reducción cruenta";427480
2712;2104050-7;"Luxofractura, reducción y osteosíntesis hombro";970320
8130;2104051-7;"Ruptura manguito rotadores, trat. quir. c/s acromiectomía";323440
7418;2104052-6;"Transposiciones musculares";1147400
4888;2104053-7;"Amputación brazo";1038760
6536;2104054-6;"Fractura supracondílea niño; tracción esquelética, c/s osteosíntesis y aparato de yeso";1426020
1490;2104055-6;"Osteosíntesis diafisiaria de húmero (cualquier técnica)";917920
6270;2104057-6;"Osteotomía húmero (cualquier técnica)";688440
6271;2104058-6;"Pseudoartrosis c/s osteosíntesis c/s yeso húmero";2294800
8928;2104059-7;"Artroplastía con fascia codo";2077440
5226;2104061-7;"Cúpula radial, (resección con implante de prótesis) artroplastía";1508220
3108;2104063-6;"Epicondilitis, trat. quir. (cualquier técnica)";1663620
6619;2104064-5;"Luxación de codo, reducción cruenta";1496390
6499;2104067-6;"Osteosíntesis olécranon u osteosíntesis de cúpula radial (proc. aut.) (cualquier técnica)";229480
1752;2104070-7;"Amputación antebrazo";519380
3176;2104071-6;"Extirpación metáfisis distal del cúbito y artrodesis radiocubital inferior";1147400
7874;2104072-6;"Luxofracturas (Monteggia-Galeazzi), reducc. y osteosíntesis";1835840
9828;2104074-6;"Osteotomía uno o ambos huesos, c/s osteosíntesis c/s yeso o trat. quir. Enf. de Kienbock";1147400
7291;2104076-6;"Sinostosis radio-cubital, trat. quir., c/s injerto";2376700
3157;2104077-6;"Trasplantes músculo-tendinosos antebrazo";301420
9063;2104078-6;"Contractura isquem. de Volkmann: descenso muscular, neurolisis";2712780
6988;2104080-5;"Estiloides cubital, radial, resección de.";213740
7326;2104081-5;"Fractura o pseudoartrosis escafoides, trat. quir. cualq. técn.";213770
9051;2104083-5;"Luxación radiocarpiana, trat. quir.";641220
5573;2104084-5;"Luxación semilunar ,escafoidea, reducción y osteosíntesis semicruenta o cruenta";213770
8296;2104085-6;"Osteosíntesis radio, (cualquier técnica)";1376880
9324;2104086-6;"Tendovaginosis de De Quervain, trat. quir.";1835840
8801;2104087-5;"Amputación dedos (tres o más)";1156550
3488;2104088-4;"Amputación dedos (uno o dos)";1356080
8329;2104089-6;"Amputación mano o del pulgar";2660500
2230;2104090-4;"Amputación pulpejos (plastía Kutler o similares)";804480
3580;2104091-5;"Contractura Dupuytren, trat. quir., cada tiempo";1923660
2479;2104092-5;"Contusión-compresión grave mano, trat. quir. incluye incisiones liberadoras y/o fasciotomía y/o esca";641310
2819;2104093-4;"Dedos en gatillo, trat. quir., cualquier número";1810080
6878;2104094-3;"Flegmón mano, trat. quir.";1899500
4627;2104095-4;"Luxofractura metacarpofalángica o interfalángica, trat. quir.";1608960
4340;2104096-6;"Mano reumática en ráfaga: traslocaciones tendinosas, plastías capsulares, tenotomías, inmovilización";484740
9561;2104097-7;"Mano reumática: implant. silastic, cualq. número (proc. aut.)";528820
3775;2104098-6;"Mutilación grave mano, aseo. quir. completo c/s osteosíntesis, c/s injertos";2035800
7187;2104100-2;"Panadizo, trat. quir.";279630
2563;2104101-7;"Pulgarización dedo (índice o anular)";1340880
7202;2104102-11;"Reimplante mano o dedo(s)";3281720
2839;2104104-8;"Reparación nervio digital con injerto interfascicular: cualquier número";2563190
5592;2104106-8;"Sutura nervio(s) digital(es); microcirugía";581340
4074;2104107-5;"Tenorrafia extensores mano";2137400
3726;2104108-5;"Tenorrafia o injertos flexores mano";1923660
5564;2104112-10;"Diastematomielia, resección espolón c/s instrumentación";4534810
8897;2104213-13;"Escoliosis, trat. quir., cualquier vía de abordaje, con instrumentación (incluye elementos de osteos";17876280
1668;2104116-10;"Luxaciones, luxofracturas vertebrales (cervical, dorsal, lumbar), reducción cruenta, cualquier vía d";3986560
3200;2104117-11;"Osteotomías vertebrales correctoras, c/s instrumentación, c/s injertos óseos, c/s artrodesis";6042560
4422;2104118-5;"Plastías costales, cualquier número";854960
6593;2104119-11;"Reemplazo cuerpo vertebral con artrodesis c/s osteosíntesis c/s instrumentación";7558080
5185;2104121-5;"Resección del coxis";854960
8434;2104234-8;"Resección parcial de sacro distal y coxis";2457800
5149;2104235-8;"Resección parcial de sacro proximal";2095950
4691;2104236-12;"Teratoma sacrococcigeo";3077750
3874;2104237-14;"Teratoma sacrococcigeo intra y extrapelviano";4616550
6367;2104122-7;"Osteosíntesis en fractura de arco anterior de pelvis y disyunciones pubianas";676700
7232;2104124-8;"Osteotomía pelviana (Salter, Chiari o similares)";2618980
2756;2104125-8;"Triple osteotomía de pelvis";397730
4477;2104126-13;"Amputación inter-ilio abdominal";4114380
1353;2104127-12;"Desarticulación cadera";2220960
8769;2104128-10;"Endoprótesis parcial de cadera c/s cementación (cualquier técnica) (no incluye prótesis)";399370
6386;2104228-10;"Endoprótesis parcial de cadera c/s cementación (cualquier técnica) (incluye prótesis)";5577360
9857;2104129-11;"Endoprótesis total de cadera (no incluye prótesis)";5562900
8054;2104229-11;"Endoprótesis total de cadera (incluye prótesis)";16420140
4438;2104205-10;"Recambio protesis de cadera. Incluye protesis";3637260
6668;2104231-10;"Fractura de cuello de fémur, osteosíntesis, cualquier técnica (incluye elementos de osteosíntesis)";3362050
9357;2104132-8;"Fractura de cuello de fémur, resección epífisis femoral";2126220
3041;2104134-8;"Luxofractura acetabular, trat. quir.";2618980
2939;2104135-10;"Operación de salvataje cadera, columna o similares";2727550
3323;2104136-8;"Osteotomías femorales";708740
5028;2104137-7;"Reducción cruenta en luxación congénita o traumática de cadera";646880
8630;2104138-9;"Reducción cruenta y acetabuloplastía femoral c/s osteotomía femoral";4358700
7370;2104139-8;"Reducción cruenta y osteotomía femoral";3543700
5367;2104140-7;"Tenotomía aductores c/s botas, con yugo (proc. aut.)";1256850
1503;2104141-8;Trocanteroplastías;708740
3755;2104144-8;"Osteosíntesis diafisiaria o metafisiaria muslo (cualquier técnica)";1165440
2680;2104145-8;"Osteotomía correctora muslo";290670
4777;2104146-9;"Osteotomía de alargamiento o acortamiento con osteosíntesis inmediata o distracción instrumental pro";3108640
1916;2104147-10;"Osteotomía en rosario con enclavijamiento clavo telescópico";423520
3246;2104148-8;"Pseudoartrosis, trat. quir. (cualquier técnica) muslo";2216160
8050;2104149-5;"Ruptura y/o hernia muscular, trat. quir. muslo";1923660
6977;2104151-10;"Desarticulación rodilla";3237840
5755;2104152-6;"Disfunción patelo-femoral, realineamiento (cualquier técnica)";2394450
9234;2104204-10;"Recambio prótesis de rodilla. Incluye prótesis";4133360
7030;2104154-6;"Fractura rótula: osteosíntesis o patelectomía parc. o total";1147400
3495;2104155-7;"Fracturas condíleas o de platillos tibiales, reducción, osteosíntesis (cualquier técnica)";272330
4917;2104156-7;"Inestabilidad crónica de rodilla, reconstrucción cápsuloligamentosa (cualquier técnica)";1052970
8022;2104158-6;"Meniscectomía quirúrgica, interna y/o externa";229490
2161;2104159-6;"Meniscectomía u otras intervenciones por vía artroscópica (incluye artroscopía diagnóstica)";328990
7949;2104160-4;"Quiste poplíteo, trat. quir.";804480
5988;2104161-6;"Reconstrucción aparato extensor de rodilla";2294900
3996;2104162-6;"Reparación quirúrgica ligamentos colaterales y/o cruzados de rodilla";2712780
5020;2104164-8;"Amputación pierna";1772100
3507;2104165-8;"Colgajo cruzado de pierna, trat. quir. completo";1752550
6153;2104167-6;"Osteosíntesis tibio-peroné (cualquier técnica)";229480
8885;2104168-6;"Osteotomía correctora de ejes (cualquier técnica) pierna";475340
9576;2104169-9;"Osteotomía de alargamiento o acortamiento con osteosíntesis inmediata o distracción instrumental pro";388580
2835;2104170-5;"Osteotomía del peroné";1496180
5611;2104171-7;"Peroné protibia";2379690
8816;2104173-9;"Desarticulación tobillo";328820
9289;2104174-10;"Endoprótesis total tobillo, (cualquier técnica)";1376580
2691;2104175-6;"Esguince grave de tobillo, trat. quir. cápsulo-ligamentoso";917920
8873;2104176-7;"Fractura astrágalo y/o calcáneo, osteosíntesis (cualq. técn.)";779070
1700;2104177-5;"Huesos supernumerarios, extirpación, uno o más, unilateral";1068700
6733;2104178-6;"Luxación tibio-astrág.-calcán., reducc. cruenta y osteosínt.";1606430
6774;2104179-7;"Luxofractura tobillo, cualquier tipo, osteosíntesis y reparación cápsulo-ligamentosa";1152240
2523;2104180-7;"Osteoplastía tibio-calcánea";1817830
4843;2104181-6;"Ruptura tendón de Aquiles o tibial posterior, tenorrafia primaria y/o transposiciones tendinosas";475340
7383;2104182-6;"Ruptura tibial anterior u otros, tenorrafia";1606360
9693;2104183-5;"Tenorrafia extensores o tenotomía de alargamiento de tendón de Aquiles";427540
3617;2104184-6;"Traslocación tendinosa tobillo";688470
6066;2104185-7;"Amputación transmetatarsiana";1817830
3938;2104186-6;"Astrágalo vertical, trat. quir.";1901280
5894;2104187-5;"Espolón calcáneo, trat. quir.";213740
6793;2104188-5;"Exostosis 5° metatarsiano, (""juanetillo"") trat. quir.";641220
5019;2104189-5;"Fasciotomía plantar (proc. aut.)";1923660
4612;2104190-5;"Hallux valgus o rígidus, trat.quir. completo (cualquier téc.)";1496390
5411;2104191-6;"Luxaciones, luxofracturas, fracturas, reducción cruenta pie";1147450
4155;2104192-6;"Mal perforante plantar, trat. quir.";2065410
6665;2104193-5;"Neuroma de Morton, trat. quir.";641220
3531;2104194-5;"Ortejos en garra, trat. quir., cualq. número (cualq. técnica)";641220
2918;2104195-5;"Ortejos, amputación, uno o más, unilateral";213740
2597;2104199-6;"Pie reumatoideo, trat.quir.completo (cualquier técnica)";1696590
4140;2104200-5;"Sesamoídeos, extirpación de uno o más, unilateral";641310
3452;2104201-5;"Tenorrafia extensores pie";1282440
8948;2104202-6;"Trasplantes tendinosos pie (cualquier técnica)";917960
5597;2105001-2;"Calzón corto de yeso";43600
5565;2105004-2;"Rodillera, bota larga o corta de yeso";17400
8853;2105005-1;Velpeau;156600
5567;2105006-2;"Yeso antebraquial c/s férula digital";139200
8522;2105007-2;"Yeso braquicarpiano";104400
6336;2105008-2;"Yeso pelvipedio bilateral";163840
5130;2105009-2;"Yeso pelvipedio unilateral";64520
4599;2105010-2;"Yeso toracobraquial";152450
3196;2105011-2;"Corsets de Milwaukee o similares (incluye la toma de molde )";71680
6850;2106002-5;"**Retiro de placas rectas o anguladas";1101310
6787;2107001-3;"Luxaciones de articulaciones medianas (hombro, codo, rodilla, tobillo, muñeca, tarso y esternoclavic";621600
7103;2107002-4;"Luxaciones de articulaciones mayores (columna, cadera, pelvis)";983880
4520;2107003-3;"**Luxaciones de articulaciones menores (el resto)";313120
2323;2107004-4;"Fracturas mayores (columna, pelvis, supracondílea, codo, epífisis femorales)";917760
7020;2107005-3;"Fracturas medianas (diáfisis humeral, radial, cubital, diáfisis femoral, tibial, peroneal, clavicula";491760
8082;2107006-3;"Fracturas menores (el resto)";122960
5905;2201102;"Anestesia peridural o epidural continua para partos";81760
7843;2401063;"Rescate medicalizado y/o traslado paciente critico en móvil 3";735000
8435;2401065;"Ronda rural terrestre, c/ km recorrido";420
1418;2401066;"Ronda rural aérea, c/ hora de vuelo";1783440
6187;2401067;"Ronda rural marítima, c/ hora de navegación";30300
8484;2501022;"Trasplante Renal";101437200
7984;2505515;"Trasplante Hepático";166329640
3560;2505998;"Atencion integral al paciente fisurado";21971650
5847;2505999;"Atención de urgencia al gran quemado";327031830
7417;2505962;"Atención de urgencia al paciente con trauma complejo";97768370
9756;2701101;"Consulta especialidad Periodoncia";23950
8733;2701102;"Consulta especialidad Cirugía y Traumatología Buco Maxilofacial";23950
1626;2701103;"Consulta especialidad Endodoncia";19160
6592;2701104;"Consulta especialidad Imagenología Oral y Maxilofacial";4790
5236;2701105;"Consulta especialidad Implantología Buco Maxilofacial";47900
9504;2701106;"Consulta especialidad Odontopediatría";23950
4755;2701107;"Consulta especialidad Ortodoncia y Ortopedia Dento Maxilofacial";14370
5504;2701108;"Consulta especialidad Patología Oral y Maxilofacial";14370
7885;2701109;"Consulta especialidad Rehabilitación Oral";4790
7089;2701110;"Consulta especialidad Trastornos Temporomandibulares y Dolor Orofacial";47900
2789;2701111;"Consulta especialidad Somato-Prótesis";28740
7210;2701112;"Educación grupal";94010
4411;2701113;"Consulta o control por Odontólogo General";39600
2768;2701115;"Consulta de urgencia odontológica";63000
7366;2702101;"Radiografía Retroalveolar Unitaria Adulto (por placa)";28210
9137;2702103;"Radiografía Bite Wing Adulto (por placa)";8060
9866;2702105;"Radiografía extraoral (por placa)";57100
4366;2702106;"Radiografía oclusal (por placa)";29430
6646;2702107;"Sialografía (cada lado) (incluye el proc.)";187800
2902;2702109;"Radiografía panorámica u ortopantomografía";21230
9598;2702110;"Radiografía de ATM Bilateral en Boca Cerrada y Boca Abierta";21230
8708;2702111;"Tomografía Computacional Maxilo Facial Cone Beam Zona Dentaria";345780
1289;2702112;"Tomografía Computacional Maxilo Facial Cone Beam Unimaxilar";345780
6845;2702113;"Tomografía Computada Cone Beam Bimaxilar, Máxilo Facial, Cráneo Completo, Sialo Tc Cone Beam";276600
5098;2702115;"Sialo Tomografía Computada";370380
9406;2702116;"Resonancia Magnética de Cuello Suprahioideo";85590
6168;2703101;"Aplicación de sellantes";18870
1278;2703102;"Desgastes selectivos";30960
6255;2703103;"Destartraje y pulido coronario";58920
9000;2703104;"Mantenedores de espacio";41000
4175;2703105;Pulpotomía;36100
3758;2703106;"Aplicación tópica de fluoruros";77280
9349;2703107;"Exodoncia simple diente permanente";28600
4739;2703109;"Obturación amalgama";83400
8025;2703110;"Obturación composite";52960
1253;2703111;"Obturación Vidrio Ionómero";16380
5013;2703114;"Ferulización por grupo";73640
3048;2703115;"Recubrimiento Directo";17950
8003;2703116;"Pulpectomía (por odontólogo general)";41900
3367;2704004;"Prótesis metálica";851800
1409;2704006;"Reparación compuesta de prótesis";90720
2071;2704008;"Reparación o reajuste prótesis";34050
7487;2704009;"Restitución por corona (combinada)";307020
1494;2704011;"Tratamiento ortodoncia con aparatología removible (incluye aparato)(año 1)";287180
6875;2704012;"Tratamiento ortodoncia con aparatología fija (incluye aparato) (año 1)";1740900
1607;2704014;"Endodoncia Multirradicular";539520
7247;2704017;"Destartraje Subgingival y Pulido Radicular";44160
5514;2704018;"Sedación inhalatoria con óxido nitroso";123120
3181;2704019;"Corona Metálica Preformada en diente temporal";205000
5453;2704020;Sialometría;33530
1962;2704021;"Inyección Intralesional de Medicamentos en el territorio de la Mucosa Oral";30040
9145;2704022;"Tratamiento No Quirúrgico de Obstrucción Glándula Salival";19160
5002;2704023;"Cateterismo de Conducto Excretor Glándula Salival en Adultos (c/u)";64900
9237;2704024;"Cateterismo de Conducto Excretor Glándula Salival en Niños (c/u)";120400
6749;2704027-1;"Reducción de Luxación Discal de la Articulación Témporomandibular";28740
5791;2704028;"Tratamiento de Ronquido Primario y Saos (Dispositivos de Avance Mandibular)";313560
4010;2704029;"Reparación o reajuste de Dispositivo Interoclusal";13620
6201;2704030-1;"Artrocentesis temporomandibular unilateral";539550
9856;2705001-3;"Cirugía bucal";95940
6928;2705002;"Cirugía de enfermedad periodontal (por grupo)";136720
2611;2705003-5;Corticotomía;94770
4418;2705004-6;"Disyunción palatina quirúrgica";176690
3745;2705005-6;"Extirpación de pseudoquistes, quistes y tumores";531040
5301;2705006-6;Glosectomías;609570
3501;2705007-3;"Implante endodóntico intraóseo";538900
6242;2705008-6;"Implantes subperiósticos";1838700
9780;2705009-3;"Exodoncia de dientes retenidos";437400
2635;2705010-3;"Exodoncia de tercer molar con osteotomía";218700
3606;2705011-6;"Injertos en boca";706760
1737;2705012-6;"Elevación de piso del seno maxilar";153860
7944;2705014-2;"Preparación quirúrgica de los maxilares con fines protésicos";404400
7942;2705015-5;"Profundización de vestíbulo o reconstrucción de rebordes, con o sin injerto";583710
2156;2705016-3;"Reimplante y trasplante dentario";43740
7243;2705017-3;"Remoción de cuerpo extraño y secuestrectomía";262440
8548;2705019-4;"Sutura completa de herida menor";508270
8912;2705020-3;"Sutura simple de herida";43740
1909;2705021-6;"Tratamiento quirúrgico fracturas maxilar superior";2327400
5875;2705022-6;"Tratamiento quirúrgico de fracturas en maxilar inferior";2094660
3482;2705024-4;"Tratamiento de traumatismo dento alveolar complejo";804400
8393;2705025-5;"Implante oseointegrado";455000
5462;2705026-5;"Pilar Protésico sobre Implantes";166040
8581;2901001;"Tratamiento integral de braquiterapia endocavitaria o intersticial (por sesión)";8826510
2122;2901002;"Tratamiento integral de braquiterapia de implante permanente, no incluye implante (por sesión)";16909360
8732;2902002;"Tratamiento integral de radioterapia compleja con Linac";24778560
5412;2902003;"Tratamiento integral de radioterapia estándar con Linac";30683610
5701;2902004;"Tratamiento integral de radioterapia convencional con Linac";2902690
8268;2903001;Radiocirugía;33895050
5363;2905909;"Neutropenia febril nivel riesgo bajo atención secundaria";544550
9097;2905910;"Neutropenia febril nivel riesgo alto atención secundaria";869250
8226;2905911;"Neutropenia febril nivel riesgo muy alto atención secundaria";16795000
5601;2908001;"Rituximab - Bendamustina (ciclo)";6336540
7852;2908005;"VTD PACE (ciclo)";2247120
6438;2908006;"TIP (Paclitaxel- Ifosfamida - Cisplatino) (ciclo)";680700
7372;2908007;"FLOT (5 Fluorouracilo - Leucovorina - Oxaliplatino - Docetaxel) Preoperatorio y Post operatorio (cic";2860280
4068;2908008;"Lenalidomida (ciclo)";1520800
2017;2908009;"VRD (Lenalidomida - Dexametasona - Bortezomib) (ciclo)";363840
7930;2908010;"VeIP (Vinblastina - Ifosfamida - Cisplatino - Mesna) (ciclo)";2235360
7252;2908012;"TPF (5 Fluorouracilo - Cisplatino - Docetaxel) (ciclo)";2182560
2328;2908013;"LenDex (Lenalidomida - Dexametasona) (ciclo)";225060
9440;2908014;"IE (Ifosfamida - Etopósido - Mesna) (ciclo)";1866200
7974;2908015;"Doxorrubicina - Ifosfamida - Mesna (ciclo)";764160
8253;2908016;"VAC (Doxorrubicina o Actinomicina D - Vincristina - Ciclofosfamida) (ciclo)";243270
4705;2908017;"Doxorrubicina - Cisplatino - Metrotexato (ciclo)";891000
8962;2908021;"Cetuximab (por una vez)";4739700
9630;2908022;"Panitumumab (ciclo)";2188210
8845;2908023;"Bevacizumab (ciclo)";11076080
5797;2908025;"TDM1 (ciclo)";34257330
6457;2908026;"Everolimus (ciclo)";5393900
6737;2908027;"Procarbazina (ciclo)";2008770
8838;2908028;"Fulvestrant (ciclo)";1785600
9825;2908030;"Octeotride LAR (ciclo)";2541900
8420;2908031;"CyBorD (Ciclofosfamida - Dexametasona - Bortezomib) (ciclo)";113630
9568;2908033;"Vinorelbina (ciclo)";7638500
6569;2908034;"Pemetrexed (ciclo)";59260
8765;2908035;"Lomustina (ciclo)";758920
7097;2908037;"GCD (Gemcitabina - Cisplatino - Dexametasona) (ciclo)";428550
2938;2908040;"CTD (Ciclofosfamida - Dexametasona - Talidomida) (mensual)";417420
7463;2908042;"Carboplatino (ciclo)";435330
9758;2908045;"Etopósido (ciclo)";365640
8262;2908047;"Ciclofosfamida (ciclo)";70410
7823;2908050;"Avelumab (ciclo)";16461900
2266;2908051;"Pemetrexato / Carboplatino - Pembrolizumab (ciclo)";17594320
6409;2908053;"Rituximab - Ciclofosfamida - Doxorrubicina - Vincristina - Prednisona (ciclo)";2203760
8124;2908055;"Paclitaxel - Carboplatino - Pertuzumab -Trastuzumab (ciclo)";42568480
6847;2908056;"Rituximab - Clorambucilo (ciclo)";4382520
2527;2908060;"Temozolomida (ciclo)";279010
7815;2908061;"Paclitaxel semanal (ciclo)";25170
2244;2908062;"Doxorrubicina Liposomal (ciclo)";2479900
9287;2908063;"Gemcitabina - Docetaxel (ciclo)";1205160
7903;2908064;"CAP (Cisplatino - Doxorrubicina - Ciclofosfamida) (ciclo)";49390
5000;2908065;"Paclitaxel - Carboplatino (ciclo)";220500
3518;2908068;"Paclitaxel - Cisplatino (ciclo)";456000
3463;2908070;"FOLFOX (5 Fluorouracilo - Leucovorina - Oxaliplatino) (ciclo)";129700
7173;2908072;"Gemcitabina - Carboplatino (ciclo)";1738200
2415;2908073;"5 Fluorouracilo - Leucovorina (ciclo)";674220
8350;2908075;"EMA (Etopósido - Metotrexato - Actinomicina D - Leucovorina) / CO (Ciclofosfamida - Vincristina) (ci";720520
3812;2908076;"Gemcitabina - Cisplatino (ciclo)";123660
6753;2908077;"Docetaxel (ciclo)";696500
9175;2908078;"BEP (Bleomicina - Etopósido - Cisplatino) (ciclo)";2452960
4665;2908079;"Etopósido - Carboplatino (ciclo)";795360
5084;2908081;"EP (Etopósido - Cisplatino) (ciclo)";89840
8874;2908084;"Doxorrubicina (ciclo)";157560
8311;2908090;"5 Fluorouracilo - Cisplatino (ciclo)";1290660
8278;2908091;"Cisplatino Semanal";158130
3457;2908093;"Cisplatino (ciclo)";1271200
4400;2908094;Enzalutamida(mensual);996920
8096;2908096;"Leuprolide (ciclo)";1413600
4466;2908097;"Alectinib (mensual)";13486960
3729;2908100;"Afatinib (mensual)";14075000
2628;2908102;"Crizotinib (mensual)";6078980
3445;2908103;"Sunitinib (ciclo)";819400
8964;2908104;"Erlotinib (mensual)";416640
3357;2908105;"Gefitinib (mensual)";755230
5369;2908106;"Pazopanib (mensual)";8927800
3653;2908113;"Ponatinib (mensual)";20050830
9660;2908114;"Midostaurina (ciclo)";47924740
7855;2908115;"H-ATG (linfoglobulina) (por una vez)";202054770
5283;2908116;"R-ATG (timoglobulina) (por una vez)";18796560
7021;2908117;"Rituximab (complemento)";2069550
3593;2908118;"ICE (Ifosfamida + Mesna - Etopósido - Carboplatino:AUC) (ciclo)";4283460
3407;2908120;"Lenalidomida + Dexametasona (ciclo)";399520
8340;2908121;"Pertuzumab - Trastuzumab -Docetaxel (Primera dosis) (por una vez)";40601300
1308;2908122;"Pertuzumab - Trastuzumab -Docetaxel (Dosis de mantención) (ciclo)";8262800
7156;2908123;"Pertuzumab - Trastuzumab - Paclitaxel (ciclo)";19283340
6552;2908124;"Palbociclib + Fulvestran (ciclo)";28420300
7934;2908125;"Pembrolizumab - Cisplatino - 5 Fluorouracilo (ciclo)";34867720
7776;2908126;"Lorlatinib (mensual)";5914660
6991;2908127;"Blinatumomab (por una vez)";215823000
2356;2908129;"Ribociclib (ciclo)";13887860
5398;2908130;"Lenvatinib (ciclo)";29816200
4643;2908131;"Paclitaxel (ciclo)";406380
8121;2908132;"Nivolumab (segunda linea de tratamiento)";17771460
4584;2908133;"Nivolumab (despues de tratamiento previo)";7616340
2127;2908134;"Nivolumab (tratamiento adyuvante)";7597860
2255;2908135;"Nivolumab (primera linea tratamiento paliativo)";5077220
9401;2908136;"Abemaciclib (ciclo)";16411150
2392;2908137;"Atezolizumab (ciclo)";23062140
2313;3001001;"Lentes ópticos";112880
9005;3001002;Audífonos;353680
5132;3003001;"TBC, esquema primario (mensual)";50400
6523;3003002;"TBC, esquema primario simplificado (mensual)";48240
4725;3003003;"TBC, esquema secundario (mensual)";161600
6521;3003004;"TBC, esquema normado de retratamiento (mensual)";828760
3167;3003005;"TBC, esquema especial de retratamiento (mensual)";9103440
