"Código genérico";"Nombre producto genérico";"Descripción producto genérico";"Tipo producto";"Código ONU";"Clasificación ONU";"Clasificación interna";"Estado Código genérico";"Canasta Esencial de Medicamentos";precio
100000890;"KIT SELLANTE FOTOCURADO RESINA/ACIDO";"SELLANTE FOTOCURADO RESINA/ACIDO 6/13 ML C/PINCELES OPACO KT CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO";Insumos;42152419;"Materiales de pasta";"Dispositivos y accesorios médicos";inactivo;0;39030
100000891;"KIT VIDAS ANTI-HBC TOTAL";"TEST INMUNOENZIMATICO CUALITATIVO  AUTOMATIZADO EN SIST. VIDAS  PERMITEDETECCION ANTICUERPOS TOTALES CONTRA ANTIGENO NUCLEAR DEL VIRUSHEPATITIS B  EN SUERO O PLASMA HUMANO MEDIANTE METODO ELFA. CANTIDADTEST 60.";Refrigerados;41116144;"Kits de ensayo virol";"Dispositivos y accesorios médicos";inactivo;0;22077
100000892;"LABETALOL 100 MG/ 20 MLSOL. INY. AM/FAM";"LABETALOL 100 MG/20ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA  AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.";Fármacos;51151823;"Clorhidrato de labet";Antihipertensivos;activo;1;48310
100000893;"LACTUL 65-66 7G/100ML SOL.ORAL FRA 1 L.";"LACTULOSA 65G-66 7G/100ML SOLUCION ORAL FRASCO 1 L. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.";Fármacos;51171605;Lactulosa;Laxantes;activo;0;30927
100000894;"LACTUL65-66 7G/100ML SOL.OR FRA100-200ML";"LACTULOSA 65 A 66 7 G/100 ML SOLUCION ORAL FRASCO 100 A 200 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIOSERA EVALUADO POR ML. COTIZAR POR FRASCO.";Fármacos;51171605;Lactulosa;Laxantes;activo;1;45261
100000895;"LACTUL 65-67G/100ML FRA 60-120ML SOL.OR.";"LACTULOSA FRASCO 60-120 ML SOLUCION ORAL 65-67G/100 ML ENVASE INDIVIDUALRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO";Fármacos;51171605;Lactulosa;Laxantes;inactivo;0;40472
100000896;"LAGRIMAS ARTIFIC. FC 20 ML GOTAS OFT.";"LAGRIMAS ARTIFICIALES GOTAS OFTALMICAS FC 20 ML ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO";Fármacos;51241120;"Lágrimas artificiale";Oftálmicos;inactivo;0;16711
100000897;"LAMIVUDINA 10 MG/ML FRA 240 ML SOL. ORAL";"LAMIVUDINA 10 MG/ML O 50 MG/5ML SOLUCION ORAL  ENVASE INDIVIDUAL CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO";Fármacos;51102310;Lamivudina;Antivirales;inactivo;0;33236
100000898;"LAMIVUDINA 150 MG CM REC.";"LAMIVUDINA 150 MG COMPRIMIDO RECUBIERTO. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO RECUBIERTO.";Fármacos;51102310;Lamivudina;Antivirales;activo;0;35323
100000899;"LAMIVUDINA/ZIDOVUDINA 150/300 MG CM REC";"LAMIVUDINA/ZIDOVUDINA 150/300 MG COMPRIMIDO RECUBIERTO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.";Fármacos;51102310;Lamivudina;Antivirales;activo;1;52597
100000900;"LAMOTRIGINA 50 MG CM/CM REC NO BUCODISP";"LAMOTRIGINA 50 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO (NO BUCODISPERSABLENI MASTICABLE) ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO OCOMPRIMIDORECUBIERTO.";Fármacos;51141504;Lamotrigina;"Anticonvulsivantes  antiepilépticos";activo;1;51181
100000901;"LANATOSIDO-C 0 4MG/2ML SOL. INY. AM/FAM";"LANATOSIDO C 0 4 MG/2 ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA - INTRAMUSCULAR AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.";Fármacos;51121903;Digitoxina;Antiarrítmicos;activo;1;35274
100000902;"LATANOPROST 50MCG/ML S.OF FRA 2 5 A 3 ML";"LATANOPROST 50 MCG/ML SOLUCION OFTALMICA FRASCO 2 5 A 3 ML. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIOSERA EVALUADO POR ML. COTIZAR POR FRASCO.";Fármacos;51241110;Latanoprost;Oftálmicos;activo;1;8815
100000903;"LEVODOPA/BENSERAZIDA 200/50MG CM/CM REC";"LEVODOPA/BENSERAZIDA 200/50MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER  O FRASCO DE 30 COMPRIMIDOS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.";Fármacos;51142503;Levodopa;Antiparkinsonianos;activo;1;28380
100000904;"LEFLUNOMIDA 20 MG CM REC";"LEFLUNOMIDA 20 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO RECUBIERTO.";Fármacos;51142130;Leflunomida;"Antiartrósico  antirreumático";activo;1;15529
100000905;"LENTES PRESBICIA + 2.0 DIOPTRIA";"LENTES GENERICOS DE PRESBICIA DE + 2.0 DIOPTRIAS DE IGUAL POTENCIA EN AMBOS OJOS Y LIBRES DE ASTIGMATISMO. MARCO DE COLOR NEGRO O CAFE O GRIS. DEBE INCLUIR UN ESTUCHE RÍGIDO Y UN PAÑO DE LIMPIEZA. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLAB";Insumos;42142902;"Lentes de gafas";"Corrección de la visión o anteojos";activo;0;2066
100000906;"LENTES PRESBICIA + 2.5 DIOPTRIA";"LENTES GENERICOS DE PRESBICIA DE + 2.5 DIOPTRIAS DE IGUAL POTENCIA EN AMBOS OJOS Y LIBRES DE ASTIGMATISMO. MARCO DE COLOR NEGRO O CAFE O GRIS. DEBE INCLUIR UN ESTUCHE RÍGIDO Y UN PAÑO DE LIMPIEZA. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLAB";Insumos;42142902;"Lentes de gafas";"Corrección de la visión o anteojos";activo;0;1688
100000907;"LENTES PRESBICIA + 3.0 DIOPTRIA";"LENTES GENERICOS DE PRESBICIA DE + 3.0 DIOPTRIAS DE IGUAL POTENCIA EN AMBOS OJOS Y LIBRES DE ASTIGMATISMO. MARCO DE COLOR NEGRO O CAFE O GRIS. DEBE INCLUIR UN ESTUCHE RÍGIDO Y UN PAÑO DE LIMPIEZA. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLAB";Insumos;42142902;"Lentes de gafas";"Corrección de la visión o anteojos";activo;0;1846
100000908;"LETROZOL 2 5 MG CM/CM REC";"LETROZOL 2 5 MG COMPRIMIDO  COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.";Fármacos;51111820;Letrozol;"Hormonas y antihormonas";activo;1;24799
100000909;"ANALOGO LHRH O GNRH ENVASE TRIMESTRAL";"ANALOGO LHRH O ANALOGO GNRH (LEUPRORELINA ACETATO 11 25 MG  TRIPTORELINA 11 25 MG O GOSERELINA 10 8 MG) ENVASE DE USO TRIMESTRAL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR ENVASE USO TRIMESTRAL";Fármacos;51111807;"Acetato de leuprolid";"Hormonas y antihormonas";inactivo;0;45110
100000910;"LEVODOPA/CARBIDOPA 250/25MG CM/CM REC";"LEVODOPA / CARBIDOPA 250/25 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDORECUBIERTO.";Fármacos;51142503;Levodopa;Antiparkinsonianos;activo;1;19863
100000911;"LEVOFLOXACINO 500 MG/100 ML SOL.INY. FAM";"LEVOFLOXACINO 500 MG/100 ML SOLUCION INYECTABLE PARA ADMINISTRACIONINTRAVENOSA.  ENVASADO EN BOTELLA  BOLSA  FRASCO O ENVASE PVC. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR BOTELLA  BOLSA  FRASCO O ENVASE PVC.";Fármacos;51101538;Levofloxacina;Antibióticos;activo;1;4480
100000912;"LEVOFLOXACINO 500 MG CM/CM REC";"LEVOFLOXACINO 500 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.";Fármacos;51101538;Levofloxacina;Antibióticos;activo;1;5967
100000913;"LEVONORG/ETINIL. 015/003 MG CICLO 21 CM";"LEVONORGESTREL/ETINILESTRADIOL 0 15 MG/0 03 MG BLISTER 1 CICLO QUE CONTENGA 21 COMPRIMIDOS (SIN PLACEBO). ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CICLO.;;;;";Fármacos;51181805;Levonorgestrel;"Estrógenos  progestágenos y anticoncep.";inactivo;0;4583
100000914;"LICENCIA MEDICA FORMUL. MARRON TL 50 UN";"LICENCIA MEDICA TALONARIO 50 UN (TALONARIOS). TALON CON CORCHETES:ORIGINAL Y DOS COPIAS FOLIADAS  PAPEL DE SEGURIDAD 90 GR/M2 AUTOCOPIATIVO SELF CONTAINER  COLOR MARRON (PANTONE 188). ORIGINALTAMAÑO 21 8 X 33 CM  EN PAPEL DE SEGURIDAD  ELEMENTOS DE SEGURID";Insumos;42142301;"Etiquetas médicas de";"Talonario licencias médicas";inactivo;0;7360
100000915;"LICENCIA MEDICA FORMUL. VERDE TL 50 UN";"LICENCIA MEDICA TALONARIO 50 UN (TALONARIOS). TALON CON CORCHETES: ORIGINAL Y DOS COPIAS FOLIADAS  PAPEL DE SEGURIDAD 90 GR/M2  AUTOCOPIATIVO SELF CONTAINER  COLOR VERDE (PANTONE 336). ORIGINAL TAMAÑO 21 8 X 33 CM  EN PAPEL DE SEGURIDAD  ELEMENTOS DE SEGUR";Insumos;42142301;"Etiquetas médicas de";"Talonario licencias médicas";inactivo;0;5493
100000916;"LIDOCAINA 5% HIPERBARICA SOL INY AM/FAM";"LIDOCAINA 5% HIPERBARICA SOLUCION INYECTABLE PARA ADMINISTRACIONRAQUIDEA O ESPINAL AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLOASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.";Fármacos;51142937;"Clorhidrato de lidoc";"Anestésicos  analépticos y relacionados";inactivo;0;25983
100000917;"TOXINA BOTULINICA 50 U PVO.P.SOL.IN FAM";"TOXINA CLOSTRIDIUM BOTULINUM TIPO A 50 U POLVO PARA SOLUCION INYECTABLEO POLVO LIOFILIZADO PARA SOLUCION INYECTABLE ENVASADO EN FRASCO AMPOLLA.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO AMPOLLA.";Refrigerados;51152005;"Toxina botulínica";"Vacunas  antígenos y toxoides";inactivo;0;6960
100000918;"LIDOCAINA 2% SOL. INY. AM/FAM 5 ML";"LIDOCAINA 2% SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION O BOLUS INTRAVENOSO AMPOLLA O FRASCO AMPOLLA 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.";Fármacos;51142937;"Clorhidrato de lidoc";"Anestésicos  analépticos y relacionados";activo;1;15757
100000919;"LIDOCAINA 2% SOL. INY. AM/FAM 10 ML";"LIDOCAINA CLORHIDRATO 2% SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION O BOLUS INTRAVENOSO ENVASE VIDRIO O PLASTICO CON SISTEMA ABRE FACIL AMPOLLA O FRASCO AMPOLLA 10 ML . ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO.";Fármacos;51142937;"Clorhidrato de lidoc";"Anestésicos  analépticos y relacionados";inactivo;0;9099
100000920;"LIDOCAINA 2% C/EPINEFRINA 1:100000 TU PL";"LIDOCAINA CLORHIDRATO 2% C/EPINEFRINA 1:100000 TU PLASTICO ENVASEINDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO.";Fármacos;51142904;Lidocaína;"Anestésicos  analépticos y relacionados";inactivo;0;1712
100000921;"LIDOCAINA 2% C/EPINEF. 1:100000  SOL.INY";"LIDOCAINA 2% CON EPINEFRINA 1:100000 SOLUCION INYECTABLE CARTUCHO VIDRIO O AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CARTUCHO O AMPOLLA.";Fármacos;51142904;Lidocaína;"Anestésicos  analépticos y relacionados";activo;1;1021
100000922;"LIDOCAINA CLORHIDRATO 4% FRA 20 ML SOL.";"LIDOCAINA CLORHIDRATO 4% SOLUCION EN SPRAY P/ADMINISTRACION TOPICAFRASCO 20 ML ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO";Fármacos;51142904;Lidocaína;"Anestésicos  analépticos y relacionados";inactivo;0;1385
100000923;"LIDOCAINA 4% GEL TU/PM 15 A 30G";"LIDOCAINA 4% GEL PARA ADMINISTRACION TOPICA TUBO O POMO 15 A 30 GRAMOS.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR TUBO.";Fármacos;51142937;"Clorhidrato de lidoc";"Anestésicos  analépticos y relacionados";inactivo;0;5497
100000924;"LIDOCAINA/CLORHEXIDINA 3/0 25A2/0 5% JER";"LIDOCAINA/CLORHEXIDINA 3/0 25% A 2/0 5% GEL TOPICO ENVASADO EN JERINGA10 A 11 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR JERINGA.";Fármacos;51142937;"Clorhidrato de lidoc";"Anestésicos  analépticos y relacionados";activo;1;3758
100000925;"LIGADURA AJUSTABLE P/TOMA MUESTRA SANGRE";"LIGADURA AJUSTABLE P/TOMA MUESTRA SANGRE ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO";Insumos;41104019;"Manguitos de toma de";"Dispositivos y accesorios médicos";inactivo;0;39295
100000926;"LIMA CONDUCTO DIG. T/K ISO 15-40 CJ 6 UN";"LIMA P/CONDUCTO DIGITAL TIPO K ISO 15-40 (1-6 CONVENCIONAL) 25 MM LARGOCJ 6 UD ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO";Insumos;42151620;"Limas o raspadores d";"Rellenos  acabado dental y prod. p/pulir";inactivo;0;1156
100000927;"IDEBENONA 150 MG CM REC";"IDEBENONA 150 MG COMPRIMIDO RECUBIERTO ENVASADO EN FRASCO HASTA 180COMPRIMIDOS RECUBIERTOS O BLISTER. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDA DEL CONTENIDO. COTIZAR POR COMPRIMIDORECUBIERTO.";Fármacos;12352208;"Ácidos nucleicos";"Enf. Neurodegenerativas  antidisquinetic";activo;0;21970
100000928;"ESTÁNDAR REFERENCIA CONTROL ANÁLISIS";"ESTANDAR DE REFERENCIA PARA REALIZAR CONTROL DE ANALISIS LOCALES.";Fármacos;;;"Otros usos no especificados";inactivo;0;4777
100000929;"LIMA CONDUCTO HEDSTROEM ISO 15-40 CJ 6 U";"LIMA P/CONDUCTO DIGITAL TIPO HEDSTROEM ISO 15-40 (1-6 CONVENCIONAL) 25MM LARGO (MINIMO) CJ 6 UD ENVASE RESISTENTE CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO";Insumos;42151620;"Limas o raspadores d";"Rellenos  acabado dental y prod. p/pulir";inactivo;0;1355
100000930;"MCF PACK DE EXTRACC. (ZIKV/DENV/CHIKV)";"MATERIAL DE CONTINUIDAD DE FUNCIONAMIENTO: PACK COMPUESTO POR KIT DEEXTRACCION DE MATERIAL GENETICO (ADN/ARN) COMPATIBLE CON EQUIPOSEXTRACCION:HAMILTON O EXM 3000 MAS LOS ACCESORIOS SUFICIENTES PARAGENERAR TODO EL PROCESO DE EXTRACCION. COMPONENTE 1 DEL PA";Insumos;41116104;"Kits de ensayo quími";"Kit de diagnóstico";inactivo;0;5403
100000931;"MCF PACK AMPLI. DETERM. ZIKV/DENV/CHIKV";"MATERIAL DE CONTINUIDAD DE FUNCIONAMIENTO: PACK COMPUESTO POR KITTRIPLEX PARA DETERMINACION DE VIRUS ZIKA  DENGUE Y CHIKUNGUNYACOMPATIBLE CON EQUIPOS TERMOCICLADORES: QUANTSTUDIO™ 5 REAL-TIME PCRSYSTEM MAS LOS ACCESORIOS SUFICIENTES PARA GENERAR TODO EL PR";Insumos;41116104;"Kits de ensayo quími";"Kit de diagnóstico";inactivo;0;6951
100000932;"LINCOMICINA CP 500 MG";"LINCOMICINA CP 500 MG ENVASADA EN BLISTER ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO";Fármacos;51101515;"Clorhidrato de linco";Antibióticos;inactivo;0;4263
100000933;"LINESTRENOL 0 5MG CM/CM REC CAJA 1 CICLO";"LINESTRENOL 0 5 MG COMPRIMIDO ENVASADO EN BLISTER CAJA 1 CICLO MENSUAL.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.";Fármacos;51181831;Norgestrel;"Estrógenos  progestágenos y anticoncep.";inactivo;0;31610
100000934;"LIPIDOS CADENA LCT 10% FAM 500 ML";"S.P. LIPIDOS CADENA LCT 10% FAM 500 ML EMULSION LIPIDICA INYECTABLEP/ADMINISTRACION INFUSION IV ENVASE INDIVIDUAL DE VIDRIO RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO";Sueros;51191904;Fosfolípidos;"Suplementos dietéticos y terapia aliment";inactivo;0;9499
100000935;"LIPIDOS CADENA LCT 20% FAM 500 ML";"S.P. LIPIDOS CADENA LCT 20% FAM 500 ML EMULSION LIPIDICA INYECTABLEP/ADMINISTRACION INFUSION IV ENVASE INDIVIDUAL DE VIDRIO RESISTENTE CONSELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO";Fármacos;51191904;Fosfolípidos;"Suplementos dietéticos y terapia aliment";inactivo;0;7546
100000936;"LITIO CARBONATO 300 MG CM/CM REC/GRA";"LITIO CARBONATO 300 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO O GRAGEA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDORECUBIERTO O GRAGEA.";Fármacos;51141903;"Carbonato de litio";Antidepresivos;activo;1;14183
100000937;"LLAVE TRES PASOS ROTACION 360 GRADOS";"LLAVE DE TRES PASOS ROTACION 360 GRADOS DESECHABLE RESISTENCIA MINIMAALA PRESION 4 BAR  MATERIAL POLICARBONATO TRANSPARENTE O POLIAMIDAMICROCRISTALINA O POLIETILENO  ESTERIL  DESECHABLE  LIBRE DE LATEX. DEBEINCLUIR LLAVE GIRATORIA CON FLECHAS  DOS TAPAS. R";Insumos;42221612;"Distribuidores o lla";"Dispositivos y accesorios médicos";activo;0;51762
100000938;"LOPERAMIDA 2MG CM/CM REC/CP";"LOPERAMIDA 2 MG COMPRIMIDO O CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O CAPSULA.";Fármacos;51171702;"Hidrocloruro de lope";"Antidiarreicos  recons. flora intestinal";activo;0;20177
100000939;"LOPINAVIR/RITONAVIR 200/50 MG CM REC.";"LOPINAVIR/RITONAVIR 200/50 MG COMPRIMIDO RECUBIERTO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.";Fármacos;51102314;Ritonavir;Antivirales;inactivo;0;1738
100000940;"LOPINAVIR/RITONAV.80/20 MG/ML FRA 160 ML";"LOPINAVIR/RITONAVIR 80/20 MG SOLUCIÓN ORAL FRASCO 160 ML ENVASEINDIVIDUAL CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO";Fármacos;51102314;Ritonavir;Antivirales;inactivo;0;2587
100000941;"LORATADINA 5 MG/5ML JARAB FRA 60 A 100ML";"LORATADINA 5 MG/5 ML JARABE O SOLUCION ORAL FRASCO 60 A 100 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIOSERA EVALUADO POR ML. COTIZAR POR FRASCO.";Fármacos;51161606;Loratadina;Antihistamínicos;activo;1;4994
100000942;"LORATADINA 10 MG CM/CM REC";"LORATADINA 10 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.";Fármacos;51161606;Loratadina;Antihistamínicos;activo;1;5273
100000943;"LORAZEPAM 4 MG/2 ML SOL. INY. AM";"LORAZEPAM 4MG/2ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA -INTRAMUSCULAR AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA.";Psicotrópicos;51141916;Lorazepam;"Ansiolíticos  tranquiliz.  antimaníacos";activo;0;31988
100000944;"LORAZEPAM 2 MG CM/CM REC";"LORAZEPAM 2 MG COMPRIMIDO  O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.";Psicotrópicos;51141916;Lorazepam;"Ansiolíticos  tranquiliz.  antimaníacos";activo;1;44520
100000945;"LORAZEPAM 1 MG CM SUBLINGUAL";"LORAZEPAM COMPRIMIDO SUBLINGUAL 1 MG ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.";Psicotrópicos;51141916;Lorazepam;"Ansiolíticos  tranquiliz.  antimaníacos";inactivo;0;52710
100000946;"LOSARTAN 50 MG CM/CM REC";"LOSARTAN 50 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.";Fármacos;51121710;"Losartan potásico";Antihipertensivos;activo;1;58853
100000947;"LOSARTAN 100 MG CM/CM REC";"LOSARTAN 100 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.";Fármacos;51121710;"Losartan potásico";Antihipertensivos;activo;1;55458
100000948;"LOVASTATINA 20 MG CM";"LOVASTATINA 20 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORCOMPRIMIDO.";Fármacos;51121802;Lovastatina;"Antihiperlipidémicos/ hipocolesterolém.";inactivo;0;53357
100000949;"PURITA CEREAL MOD.2- BOD RM BOL 1 KG";"PURITA CEREAL MODALIDAD 2- BODEGA REGION METROPOLITANA X KILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;6674
100000950;"PURITA CEREAL MOD.2- BOD SUR BOL 1 KG";"PURITA CEREAL MODALIDAD 2- BODEGA SUR X KILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;3592
100000951;"PURITA CEREAL MOD. 1- ZONA 1 BOL 1 KG";"PURITA CEREAL MODALIDAD 1- ZONA 1 X KILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;2694
100000952;"PURITA CEREAL MOD. 1- ZONA 2 BOL 1 KG";"PURITA CEREAL MODALIDAD 1- ZONA 2 X KILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;3565
100000953;"PURITA CEREAL MOD. 1- ZONA 3 BOL 1 KG";"PURITA CEREAL MODALIDAD 1- ZONA 3 X KILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;1913
100000954;"PURITA CEREAL MOD. 1- ZONA 4 BOL 1 KG";"PURITA CEREAL MODALIDAD 1 -ZONA 4 X KILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;1397
100000955;"PURITA CEREAL MOD. 1- ZONA 5 BOL 1 KG";"PURITA CEREAL MODALIDAD 1- ZONA 5 X KILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;1120
100000956;"LPF 26% M. GRASA MOD. 2- BOD RM BOL 1 KG";"LECHE PURITA FORTIFICADA 26% M. GRASA MODALIDAD 2- BODEGA REGIONMETROPOLITANA X KILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;1071
100000957;"LPF 26% M. GRASA MOD.2- BOD SUR BOL 1 KG";"LECHE PURITA FORTIFICADA 26% M. GRASA MODALIDAD 2- BODEGA SUR XKILOGRAMO (KG)";Alimentos;50131701;"Productos de mantequ";"Fórmulas especificados por Minsal";inactivo;0;1445
